title,url
"Bureau of Economic Analysis Price Indices, 1963-1975",https://doi.org/10.7910/DVN/1IKEZ3
The Performance of Energy Firms in Greece,https://doi.org/10.7910/DVN/CQ4UCC
System Change Controls: A Prioritization Approach Using Analytic Hierarchy Process,https://doi.org/10.7910/DVN/WXUBHK
2012 CPA-Zicklin Index of Corporate Political Accountability and Disclosure,https://doi.org/10.7910/DVN/0LYNW3
The Effect of Performance Management Practices and Company Size to Innovation and the Impact on Organizational Performance Case Study: Regional Public Hospitals at South Kalimantan Indonesia,https://doi.org/10.7910/DVN/RZXAHM
Information technology in holography,https://doi.org/10.7910/DVN/3ZHQBS
business,https://doi.org/10.7910/DVN/CAG73S
 philosophy,https://doi.org/10.7910/DVN/CO3KKP
Replication data for: Beck K (2019) What drives ,https://doi.org/10.7910/DVN/B4H2AU
business,https://doi.org/10.7910/DVN/ZPHJYA
The impact of gender and ,https://doi.org/10.7910/DVN/SXRPFG
business,https://doi.org/10.7910/DVN/5ZX8ZI
 training for female microfinance clients in Vietnam,https://doi.org/10.7910/DVN/AZKGPW
Replication Data for: 'Interfirm Relationships and ,https://doi.org/10.7910/DVN/EUKMBF
Business,https://doi.org/10.7910/DVN/GW2P3G
 Performance',https://doi.org/10.7910/DVN/ZPGC6D
Replication data for: The Asymmetric ,https://doi.org/10.7910/DVN/OEDNIE
Business,https://doi.org/10.7910/DVN/HDAMBG
 Cycle,https://doi.org/10.7910/DVN/FEDKGY
A CASE OF ,https://doi.org/10.7910/DVN/O2BFVM
BUSINESS,https://doi.org/10.7910/DVN/8PTX1L
 PROCESS REENGINEERING VIA SIMULATION ,https://doi.org/10.7910/DVN/UE2PAE
"Replication Data for: ""Is Murder Bad for ",https://doi.org/10.7910/DVN/27985
Business,https://doi.org/10.7910/DVN/OC1VKE
"? Evidence From Colombia""",https://doi.org/10.7910/DVN/HP5OV8
An Integrated Approach to Enterprise Architecture and ,https://doi.org/10.7910/DVN/PAOCAG
Business,https://doi.org/10.7910/DVN/44JCWA
Export Behaviour of Micro Firms in the Swedish Computer and  ,https://doi.org/10.7910/DVN/LFJMUO
Business,https://doi.org/10.7910/DVN/24651
 Service Industries,https://doi.org/10.7910/DVN/LDZVT4
Replication data for: Skill-Biased Technological Change and the ,https://doi.org/10.7910/DVN/XV0NAX
Business,https://doi.org/10.7910/DVN/FTIXQV
 Cycle,https://doi.org/10.7910/DVN/OHUWKM
"Questions for ""Diffusion and Adoption of Humanitarian Logistics Digital ",https://doi.org/10.7910/DVN/8IDRTG
Business,https://doi.org/10.7910/DVN/28760
" Ecosystem (HLDBE): An Expert Perspectives""",https://doi.org/10.7910/DVN/CBD0NX
Some Aspects of the Discrete Wavelet Analysis of Bivariate Spectra for ,https://doi.org/10.7910/DVN/JP6YQZ
Business,https://doi.org/10.7910/DVN/IOFHWG
 Cycle Synchronisation [Dataset],https://doi.org/10.7910/DVN/SYM7ZE
"On the Power and Weakness of Rational Expectations: Logical Fallacies, Periodic Bubbles and ",https://doi.org/10.7910/DVN/KY9AWG
Business,https://doi.org/10.7910/DVN/STB8AJ
 Cycles [Dataset],https://doi.org/10.7910/DVN/86YEER
Replication Data for: Gender Diversity on Boards of Directors and Their Relationship with Performance and Financial Risk in Family ,https://doi.org/10.7910/DVN/3QEVFK
Business,https://doi.org/10.7910/DVN/ZYTP50
"Replication Data for: ""Healthy ",https://doi.org/10.7910/DVN/TUXWCQ
Business,https://doi.org/10.7910/DVN/9ZZOTW
Replication Data for: Beck K (2019) Decoupling after the Crisis: Western and Eastern ,https://doi.org/10.7910/DVN/UHZWUW
business,https://doi.org/10.7910/DVN/ZSQJOM
 cycles in the European Union. Eastern European Economics,https://doi.org/10.7910/DVN/EHWM14
Replication data for: License to Sell: The Effect of ,https://doi.org/10.7910/DVN/JVSUEN
Business,https://doi.org/10.7910/DVN/GVOEOK
 Registration Reform on Entrepreneurial Activity in Mexico,https://doi.org/10.7910/DVN/FDY0ZN
Replication Data for: Private Sector Policymaking: ,https://doi.org/10.7910/DVN/87PME7
Business,https://doi.org/10.7910/DVN/Q8LHF3
 Background and Politicians’ Behavior in Office,https://doi.org/10.7910/DVN/26904
Random Matrix Theory and Macro-Economic Time-Series: An Illustration Using the Evolution of ,https://doi.org/10.7910/DVN/5OXLFO
Business,https://doi.org/10.7910/DVN/KJGZ4Q
" Cycle Synchronisation, 1886–2006 [Dataset]",https://doi.org/10.7910/DVN/S4HNVJ
Carbon-offset market actors' behaviors,https://doi.org/10.7910/DVN/SJBHYG
Dutch East India Company Dividends,https://doi.org/10.7910/DVN/OJITRE
"Data sets and visualizations from Carrizosa, Guerrero, Romero Morales and Satorra (2018) ""Enhancing Interpretability in Factor Analysis by Means of Mathematical Optimization"" (article/paper under submission) ",https://doi.org/10.7910/DVN/UBXVYK
Consumer-based brand equity on a consumerpackaged good industry: Case study on vinamilk,https://doi.org/10.7910/DVN/IH6IUJ
同时发表的数据： The Impact of Home Country Network Embeddedness on Chinese Outward Foreign Direct Investment,https://doi.org/10.7910/DVN/SCSB4O
The Forecasting Power of the Volatility Index: Evidence from the Indian Stock Market,https://doi.org/10.7910/DVN/VHWCPJ
Replication Data for: Corporate Sustainability Indexes: FTSE - 4good Index Report on Nestle,https://doi.org/10.7910/DVN/HVVRDO
Replication Data for: Consumers’ psychological reactance in the forced adoption of self-service technologies,https://doi.org/10.7910/DVN/CBYKCH
Frequent Flyer Money Saver Data for Turkish Airlines,https://doi.org/10.7910/DVN/PXKMTJ
Merger & Acquisitions (M&A) Goodwill Accounting: Principles and Practice,https://doi.org/10.7910/DVN/XPOWFU
Retail market in Vietnam in the context of the network industry 4.0,https://doi.org/10.7910/DVN/V8D94B
"Replication Data for: Managers, Engagement and Political Behaviors: A Nonlinear Relationship",https://doi.org/10.7910/DVN/C0VGQY
The Extent of Disclosure of Different Components of Disclosure Index: A Study on Commercial Banks in Bangladesh,https://doi.org/10.7910/DVN/R72TPR
"Different leadership style choices, different generations",https://doi.org/10.7910/DVN/GRRY4A
The Startup Cartography Project,https://doi.org/10.7910/DVN/BMRPVH
Replication Data for: Social Forces and the International Political Economy after the 2008 Financial Crisis: The Case of ,https://doi.org/10.7910/DVN/WSNGJM
Business,https://doi.org/10.7910/DVN/HUK9TF
Business,https://doi.org/10.7910/DVN/25903
 Model Innovations that can Facilitate Public-Private Partnership in Finding Insurance/Reinsurance Solutions for Micro Insurance,https://doi.org/10.7910/DVN/9I106T
"Replication Data for: Aklin, Michaël. 2018. ""How Robust Is the Renewable Energy Industry to Political Shocks? Evidence from the 2016 U.S. Elections"" ",https://doi.org/10.7910/DVN/MREYRZ
Business,https://doi.org/10.7910/DVN/063WFP
 & Politics,https://doi.org/10.7910/DVN/4TNDUP
Replication Data for: Do ,https://doi.org/10.7910/DVN/QFNBDV
Businesses,https://doi.org/10.7910/DVN/446HTI
 Pay to Do Science? The Effects of Hiring PhDs on Firms' Patenting Process,https://doi.org/10.7910/DVN/KBW5QZ
Variáveis,https://doi.org/10.7910/DVN/KE7KLN
Managerial Efficiency,https://doi.org/10.7910/DVN/SYRLYJ
Adaptative Efficiency,https://doi.org/10.7910/DVN/KQJ9VZ
Hebert Simon,https://doi.org/10.7910/DVN/R7GLU5
Teoria Dinâmica,https://doi.org/10.7910/DVN/RV2SYT
Base de Artigos,https://doi.org/10.7910/DVN/EHDZDJ
The Efficiency Theory,https://doi.org/10.7910/DVN/5GGN9O
Teoria da Bricolage,https://doi.org/10.7910/DVN/OHV97A
Controle de artigos,https://doi.org/10.7910/DVN/CNLTIO
Stimuli videos,https://doi.org/10.7910/DVN/IUBQGA
Abordagem Contigencial,https://doi.org/10.7910/DVN/EWS6WD
Teoria x da Eficiência,https://doi.org/10.7910/DVN/YWHNNS
车辆公告数据,https://doi.org/10.7910/DVN/CMA6VX
Abordagem Contigencial,https://doi.org/10.7910/DVN/GNPU7L
Atas de reuniões,https://doi.org/10.7910/DVN/K75HSS
COO research_Cell Phone and Sneaker,https://doi.org/10.7910/DVN/M68SAM
Study 1,https://doi.org/10.7910/DVN/15KBOT
Study 2 Files,https://doi.org/10.7910/DVN/SJAKMJ
Read me,https://doi.org/10.7910/DVN/KOVG1Y
Replication Data for: PIB (US$ a precios actuales),https://doi.org/10.7910/DVN/ZITIX0
Replication Data for:,https://doi.org/10.7910/DVN/3J1VRC
M-PESA Kenya Round 3,https://doi.org/10.7910/DVN/HPRHYZ
Study 3 – Twin testosterone transfer effect,https://doi.org/10.7910/DVN/C1RIHU
Charity starts at home,https://doi.org/10.7910/DVN/J7PE8D
Access to Finance in Post-conflict Society,https://doi.org/10.7910/DVN/HAGGVB
ACADEMIC PAPER COLLECTION _1,https://doi.org/10.7910/DVN/4LCKVS
Bank Competition and Financial Stability_II,https://doi.org/10.7910/DVN/IJGAXP
Premature Infatuation and Commitment experiments,https://doi.org/10.7910/DVN/DPRCTI
Replication Data for: Developing a figurational entity,https://doi.org/10.7910/DVN/UZBOMJ
WORKING PAPER SERIES 2019,https://doi.org/10.7910/DVN/IGNPDZ
Bank Competition and Financial Stability:USA,https://doi.org/10.7910/DVN/E6CC3V
"Ethical Leadership, Moral Judgment and Moral Motivation",https://doi.org/10.7910/DVN/4IZYKK
Replication Data for: Perth Property Valuations ,https://doi.org/10.7910/DVN/RH42CV
Samangi Bandaranayake - PhD Thesis,https://doi.org/10.7910/DVN/UO3RLB
The Influence of Maximizing versus Satisficing on Consumer Saving Behaviors,https://doi.org/10.7910/DVN/UTYPTM
Organizational change management,https://doi.org/10.7910/DVN/B4INRD
Bank Competition and Financial Stability_I,https://doi.org/10.7910/DVN/1FYHUZ
The enterprises and TPP,https://doi.org/10.7910/DVN/8JTXVU
Replication Data for: New or Used: Consumer Trade-Offs,https://doi.org/10.7910/DVN/RHSB3Q
Are Competitive Banks More Stable?,https://doi.org/10.7910/DVN/3HVWCB
Replication Data for: WORKING PAPER SERIES,https://doi.org/10.7910/DVN/SZ2AOQ
Housing finance: impact of heavy interest income tax,https://doi.org/10.7910/DVN/U7ZXZ2
The priority development of mechanical engineer high-tech in the process of economic transformation models toward competition,https://doi.org/10.7910/DVN/ZENTAZ
Promote economic restructuring: Transformation model of economic growth,https://doi.org/10.7910/DVN/WH302V
Pro forma model of Kellogg,https://doi.org/10.7910/DVN/BLLZQS
Discussion thread for team Synergy,https://doi.org/10.7910/DVN/DU6X5J
"Property Tax Experiment in Punjab, Pakistan",https://doi.org/10.7910/DVN/KCL1TP
"Replication data for ""What is the effect of bank competition on financial stability?""",https://doi.org/10.7910/DVN/N2WDDA
Arquivo para replicação de: “Previdência Direta”: O “Tesouro Direto” para a previdência,https://doi.org/10.7910/DVN/32CYHF
What Makes People Choose Within-Domain versus Across-Domain Compensation Following a Self-Threat? The Role of Self-Verification and Self-Enhancement,https://doi.org/10.7910/DVN/AURKTO
Discussion thread for team LIFO the Party,https://doi.org/10.7910/DVN/R7XDNM
Annual Financial Report,https://doi.org/10.7910/DVN/8BHZ0S
Index-Insurance in Gujarat,https://doi.org/10.7910/DVN/XPJNXW
"Replication data for: "" Consumption Uncertainty and Precautionary Saving""",https://doi.org/10.7910/DVN/6WNSN7
Replication Data for JSE Dataset for 50 Non-Financial Firms,https://doi.org/10.7910/DVN/FXL74G
Impact of Lateral Leadership Mechanisms on Job Involvement and Organisational Commitment,https://doi.org/10.7910/DVN/3O48CU
Data for the disseration: Critical Factors for the Successful Introduction of Internal Communication Portals in the Retail Sector,https://doi.org/10.7910/DVN/XCMTIA
Replication data for Zimbabwe Stock Exchange Listed Non-financial Firms Financial Statement Variables,https://doi.org/10.7910/DVN/UVK78E
"The Economics and Psychology of Long-term Savings and Pensions: A Randomized Experiment Among Low-income Entrepreneurs in Maharashtra, India",https://doi.org/10.7910/DVN/KZWOWN
"VAT and Excise Duty on Super 95 Petrol in the European Union, 2018",https://doi.org/10.7910/DVN/CCKLNT
Replication Data for: Are chief executive officers more likely to be first-borns?,https://doi.org/10.7910/DVN/BFLEOK
Investment in Vocational vs. General Schooling: Evaluating China’s Expansion of Vocational Education and Laying the Foundation for Further Vocational Education Evaluation,https://doi.org/10.7910/DVN/AHYCYX
Temporal mindsets and self-regulation: The motivation and implementation of self-regulatory behaviors - Study 2,https://doi.org/10.7910/DVN/NVERTR
Temporal mindsets and self-regulation: The motivation and implementation of self-regulatory behaviors - Study 1,https://doi.org/10.7910/DVN/KYLVF2
"Dataset for manuscript-The Moderating Effects of Gender, Parenthood, and Job Characteristics on the Relations between Work-Family Boundary Activities and Job Performance",https://doi.org/10.7910/DVN/FFWWVC
Providing collateral and improving product market access for smallholder farmers: a randomized evaluation of inventory credit in Sierra Leone,https://doi.org/10.7910/DVN/2RIDLK
Social entrepreneurship in opinion of company leaders and representatives of stakeholders,https://doi.org/10.7910/DVN/NBA3NY
"Data for ""Modeling aggressive market order placements with Hawkes factor models""",https://doi.org/10.7910/DVN/XLZCHA
Assessing The Impact Of Corporate Governance Index On Financial Performance In The Romanian And Italian Banking Systems,https://doi.org/10.7910/DVN/IZDSNB
Replication Data for:  Child consumers’ emotion and purchase loyalty: Considering the role of family communication patterns,https://doi.org/10.7910/DVN/FRVBBJ
Lending Smith Wonder (2018) Foreign Cash Estimates,https://doi.org/10.7910/DVN/6NGJVS
Geographical Indication Portfolio Analysis for Enhancing Income of Makhana Growers in Bihar,https://doi.org/10.7910/DVN/0OZ1AW
Replication Data for: Satisfação e Percepção de Aprendizagem em Jogos de Empresas: análise do papel moderador do Debriefing,https://doi.org/10.7910/DVN/CRLCQG
Short-Term Spillover Effects: Examining the Industry Spillover Effects of the 2008-2009 Coal Boom and Bust in Kentucky and West Virginia,https://doi.org/10.7910/DVN/YAYWTP
Benninga 4th edition - Chap 6 pro forma model of CAT without formula errors,https://doi.org/10.7910/DVN/OQRP6B
The Extent of Income Disparities Based on the Intersections of Sex and Sexual Orientation: Revisiting a 2003 Study by John M. Blandford,https://doi.org/10.7910/DVN/EE7UJZ
TRINET Inc: Large  Establishment Database,https://doi.org/10.7910/DVN/W4GO2G
"Medical Decision Making with Tables and Graphs: The Role of Cognition, Emotions, and Analytic Thinking",https://doi.org/10.7910/DVN/NM72NP
Replication Data for: The finance research network in Brazil: a small world,https://doi.org/10.7910/DVN/FTOYYL
Relationship between Foreign Direct Investment and Company Taxation: Case of Bangladesh,https://doi.org/10.7910/DVN/O7XYZH
Remittance incomes and economic development in Kosovo,https://doi.org/10.7910/DVN/GZC40C
Replication Data for: The finance research network in Brazil: a small world,https://doi.org/10.7910/DVN/3OQBBA
"List of analyzed papers in ""On the Conceptualization of Information Systems as Socio-Technical Phenomena in Simulation-Based Research""",https://doi.org/10.7910/DVN/RYFWNE
Replication Data for: Capital Structure and Governance Mechanisms External to the Firm: A Cross-Country Analysis,https://doi.org/10.7910/DVN/L00NCK
Effectiveness of Google classroom: Teachers’ perceptions,https://doi.org/10.7910/DVN/FJVYI4
The investigation of investor behaviors in terms of behavioral finance and investor psychology: The case of Sultanhisar district,https://doi.org/10.7910/DVN/0EUR7L
Simplicity Versus WAR: Examining Salary Determinations in Major League Baseball's Arbitration and Free Agent Markets,https://doi.org/10.7910/DVN/28782
NBA Contracts and Recency Bias: An Investigation into Irrationality in Performance Pay Markets,https://doi.org/10.7910/DVN/Z1A1KE
The relationship between tourism revenues and financial ratios of enterprises in the Bist tourism: Panel Data Analysis,https://doi.org/10.7910/DVN/XSXRYF
The impact of remittances on households: The case with residents of the Prizren region,https://doi.org/10.7910/DVN/0CAXVV
"Replication Data for: Beck K, Stanek P (2019) Globalization or regionalization of stock markets? The case of Central and Eastern European Countries. Eastern European Economics, 57(4), 317-330. doi: https://doi.org/10.1080/00128775.2019.1610895",https://doi.org/10.7910/DVN/0VXZA2
Replication Data for: Academic Motivation Scale: Validity in Portuguese Public Higher Education,https://doi.org/10.7910/DVN/KWTMWT
Replication Data for: Keep Innovating: Absorptive Capacity and the Performance of Brazilian Information Technology Companies,https://doi.org/10.7910/DVN/NPOX7L
Replication Data for: Women in the Labor Market and Decision Making in Kosovo,https://doi.org/10.7910/DVN/TAAMA8
"Replication Data for: Incongruent Humour, Advertising Effectiveness and Women: An Experiment On Facebook",https://doi.org/10.7910/DVN/J9WQ0A
Replication Data for: Motivations and Consequences of Advisor Participation in Mergers and Acquisitions,https://doi.org/10.7910/DVN/5DKBOK
Replication Data for: Work Engagement in the Public Service: A Multicultural Model,https://doi.org/10.7910/DVN/4ISIBE
Intellectual Capital as the Determinant of Voluntary Disclosure: A Study on Financial Sector of Bangladesh,https://doi.org/10.7910/DVN/PUEJTB
Replication Data for: Are Incentives for Internationalization Appropriate? Perception of Researchers in Information Systems,https://doi.org/10.7910/DVN/THJFJA
Replication Data for: Cross Channel Consumer Behavior: A Moderate-Mediation Model in Online/Offline Purchasing,https://doi.org/10.7910/DVN/JJ7SY2
Congruence of Competitive Advantage and Transfer Pricing: A Study on Selected MNCs Operating in Bangladesh,https://doi.org/10.7910/DVN/PLCEBY
Replication Data for: Corporate Governance: A Major Factor in Shareholder Activism in Brazil,https://doi.org/10.7910/DVN/OGJQQT
Replication Data for: Political Cycles and Fiscal Management in Brazilian Municipalities,https://doi.org/10.7910/DVN/K6IGJZ
Replication Data for: Main Hypermarket Meat Purchasing Drivers,https://doi.org/10.7910/DVN/QMJ2SD
Replication Data for: Climate Strength: Its Role as a Moderator in the Relationship Between Climate and Turnover,https://doi.org/10.7910/DVN/DYA9TN
Replication Data for: Effects of Qualitative Data Analysis Softwares in the Quality of Researches,https://doi.org/10.7910/DVN/9YFPKF
Replication Data for: Concentration and Competition in the Domestic Credit Market,https://doi.org/10.7910/DVN/V7IDMQ
Replication Data for: Expansion of Brazilian Federal Universities: Is It Possible to Raise Economic Impacts?,https://doi.org/10.7910/DVN/30BJEI
"Replication Data for: Gift-giving, Love Styles, and Sacrifice: An Analysis Among Romantic Partners",https://doi.org/10.7910/DVN/JHLH2L
"Replication Data for: Gift-giving, Love Styles, and Sacrifice: An Analysis Among Romantic Partners",https://doi.org/10.7910/DVN/FS6KM5
An Empirical Analysis of Mobile Banking Adoption in Vietnam,https://doi.org/10.7910/DVN/SFOFOS
Replication Data for: Formal and Informal Interpersonal Relationships: Interaction of Networks in the Academic Environment,https://doi.org/10.7910/DVN/GQGMGA
Replication Data for: Use of Psychometric Tests in The Process Of Recruitment in Human Resource Management,https://doi.org/10.7910/DVN/EUICS1
Replication Data for: Psychosocial and Organizational Antecedents of Knowledge Sharing in the Workplace,https://doi.org/10.7910/DVN/IDDZLF
A Determination of number of arriving tourists and night spent in accommodation relations with economic growth: The case of Turkey,https://doi.org/10.7910/DVN/YFIL42
Assessing the basics of knowledge transfer mechanisms,https://doi.org/10.7910/DVN/FKLCYE
Replication Data for: Portfolio Management under Multiple Regimes: Strategies that Outperform the Market,https://doi.org/10.7910/DVN/9UNLES
The ingredients of the online donation success. A data driven study of Leetchi projects and it's twitter campaigns,https://doi.org/10.7910/DVN/0WLG3F
"Replication Data for: Kolcava, D., Rudolph, L., & Bernauer, T. (forthcoming). Voluntary ",https://doi.org/10.7910/DVN/0HNUEV
business,https://doi.org/10.7910/DVN/RWIZXK
"Perceived Quality of Built Environment, Service, Satisfaction and Value in Use, in the Context of Residential Buildings in South Brazil",https://doi.org/10.7910/DVN/EFPPFW
Antecedents of recalls prevention: analysis and synthesis of research on product recalls,https://doi.org/10.7910/DVN/QVCRNH
"USPTO Inventor, Assginee and Geography Disambiguation Dataset, 1976-2018",https://doi.org/10.7910/DVN/KPMMPV
Replication Data for: How much is social media worth? Estimating the value of Facebook by paying users to stop using it.,https://doi.org/10.7910/DVN/YFALGA
Replication Data for: Transaction costs and institutional change of trade litigations in Bulgaria,https://doi.org/10.7910/DVN/K4H58A
Replication data for: The Impact of Study Groups and Roommates on Academic Performance,https://doi.org/10.7910/DVN/28764
Replication data for: The Variance of Non-Parametric Treatment Effect Estimators in the Presence of Clustering,https://doi.org/10.7910/DVN/FVLZUU
Dataset of privacy researchers from 2006 to 2016 extracted from the ACM digital library,https://doi.org/10.7910/DVN/M8NWEP
Measuring User-Content versus Firm-Content Popularity  on Facebook Brand Pages: The Case of the Beauty Industry,https://doi.org/10.7910/DVN/LGLO1Z
Dataset of privacy related research from 2006 to 2016 extracted from the ACM digital library,https://doi.org/10.7910/DVN/IVJE0D
"Replication Data for: ""Why do voters support corrupt politicians? Experimental evidence from South Africa""",https://doi.org/10.7910/DVN/NC28F3
"Replication Data for: Citi, Manuele and Justesen, Mogens K. (2020). Redistribution in a political union: The case of the EU.",https://doi.org/10.7910/DVN/N5DCFF
"Replication data for: Citi and Justesen (2016) 'Institutional constraints, legislative activism and policy change: The case of the European Union', European Journal of Political Research 55(3), 609–625.",https://doi.org/10.7910/DVN/0XDMQY
Replication data for: Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales,https://doi.org/10.7910/DVN/G56BON
Replication data for: Does Remaining Independent Create a Winning Strategy?,https://doi.org/10.7910/DVN/ODJGSD
A Multi-Level Investigation of Corporate Political Influence,https://doi.org/10.7910/DVN/FMLHTQ
"Replication data for: ""Targeted Price Controls on Supermarket Products""",https://doi.org/10.7910/DVN/FHXGDK
"Replication Data for: ""Understanding the Advice of Commissions-Motivated Agents: Evidence from the Indian Life Insurance Market""",https://doi.org/10.7910/DVN/FR0IWP
"""Targeted Price Controls on Supermarket Products"". Review of Economics and Statistics (Forthcoming)",https://doi.org/10.7910/DVN/EUKNAU
Experts Contact Information for HLDBE Adoption Data Collection,https://doi.org/10.7910/DVN/U0QHZA
Text matching to measure patent similarity,https://doi.org/10.7910/DVN/JO2DQZ
Replication Files for: Popular support for environmental protection: A life-cycle perspective,https://doi.org/10.7910/DVN/64DIJQ
Matching SIPO patents to firms in the Annual Survey of Industrial Enterprises (ASIE) of China's National Bureau of Statistics,https://doi.org/10.7910/DVN/QUH8KT
"Matching SIPO patents to Chinese listed firms (""Main Board"")",https://doi.org/10.7910/DVN/CF1IXO
"PPT Slides for ""On Replications, Significance Testing, Confidence Intervals, and p-Values. And Meta-Analysis Too!""",https://doi.org/10.7910/DVN/PQJOV8
The political economy of labor market deregulation during IMF interventions,https://doi.org/10.7910/DVN/HQ2ZKH
Integration of Corporate Social Responsibility into New Product Development,https://doi.org/10.7910/DVN/NO8FOQ
Media-driven polarization. Evidence from the US,https://doi.org/10.7910/DVN/B52BHA
Media-driven polarization. Evidence from the US,https://doi.org/10.7910/DVN/0IEOA8
Disambiguation and Co-authorship Networks of the U.S. Patent Inventor Database (1975 - 2010),https://doi.org/10.7910/DVN/5F1RRI
World Bank Research Indicators and Comparative Foreign Trade Statistics of Central and Eastern European Countries and the BRICS in a Comparative Perspective,https://doi.org/10.7910/DVN/B5KT6A
Replication data for: Does Planning Regulation Protect Independent Retailers?,https://doi.org/10.7910/DVN/27409
Replication data for: Direct versus Indirect Colonial Rule in India: Long-term Consequences,https://doi.org/10.7910/DVN/X9F0JG
"Replication data for: ""Government Involvement in the Corporate Governance of Banks""",https://doi.org/10.7910/DVN/5TGIWC
Replication Data for: Elite-Public Interaction on Twitter: EU issue Expansion in the Campaign,https://doi.org/10.7910/DVN/MR7YZK
"Replication data for for Citi, M. (2015) ""European Union budget politics: Explaining stability and change in spending allocations"", European Union Politics 16(2), pp. 260-280.",https://doi.org/10.7910/DVN/28858
Curing The U.S. Health Care Cost Disease: Lessons From A Multinational Comparative Analysis,https://doi.org/10.7910/DVN/HYLWZB
Replication Data for: Informing the Public: How Party Communication Builds Opportunity Structures,https://doi.org/10.7910/DVN/ZRMLCR
"Replication data for: 'Measuring and explaining regulatory reform in the EU: A time-series analysis of eight sectors, 1984-2012', European Journal of Political Research 53(4), 709-726",https://doi.org/10.7910/DVN/27551
"Replication data for: 'Measuring and explaining regulatory reform in the EU: A time-series analysis of eight sectors, 1984-2012', European Journal of Political Research 53(4), 709-726",https://doi.org/10.7910/DVN/27571
Replication Data for: NO EFFECTS OF ARTIFICIAL SURVEILLANCE CUES OR SOCIAL PROOFS ON SURVEY PARTICIPATION RATES,https://doi.org/10.7910/DVN/L97C5R
Replication Data for: Attitudes toward Economic Inequality: The Illusory Agreement,https://doi.org/10.7910/DVN/GKMZHD
Will a Five-Minute Discussion Change Your Mind? A Countrywide Experiment on Vote Choice in France,https://doi.org/10.7910/DVN/UPXUQB
Replication data for:  Thinking Ahead: Government Time Horizons and the Legalization of International Investment Agreements,https://doi.org/10.7910/DVN/L6K6TC
Replication Data for: Politicians Appear More Competent When Using Numerical Rhetoric,https://doi.org/10.7910/DVN/AU3BTQ
Replication Data for: Bias in self-reported voting and how it distorts turnout models: disentangling nonresponse bias and overreporting among Danish voters,https://doi.org/10.7910/DVN/PNPR8C
Replication Data for: Ratio Bias and Policy Preferences: How Equivalency Framing of Numbers Can Affect Attitudes,https://doi.org/10.7910/DVN/XBDF1K
Replication data for: Randomized Government Safety Inspections Reduce Worker Injuries with No Detectable Job Loss,https://doi.org/10.7910/DVN/EPTGOB
The Impact of Financial Openness on the Size of Utility-enhancing Government [Dataset],https://doi.org/10.7910/DVN/23327
Replication Data for: Political economy of pension reforms: an empirical investigation,https://doi.org/10.7910/DVN/LXF9SR
Debt Traps? Market Vendors and Moneylender Debt in India and the Philippines,https://doi.org/10.7910/DVN/0KHZMI
"Replication Data for: Decomposing culture: An analysis of gender, language, and labor supply in the household",https://doi.org/10.7910/DVN/XIFPS5
